date,duration,pol_year,att_age,modal_cf_indicator,mort_rate_ann,mort_rate_mth,lapse_rate_ann,lapse_rate_mth,acq_exp_per_pol,acq_exp_perc_prem,maint_exp_per_pol,maint_exp_perc_prem,disc_rate_ann,disc_rate_mth,invt_ret_ann,invt_ret_mth,prem_tax_rate,tax_rate,premium_pp,sum_assured_pp,comm_pp,prem_tax_pp,death_ben_pp,surr_ben_pp,acq_exp_pp,maint_exp_pp,resv_pp,capreq_pp,pol_if,pol_death,pol_lapse,pol_maturity,premium_if,prem_tax_if,comm_if,acq_exp_if,maint_exp_if,death_ben_if,surr_ben_if,resv_if,inc_resv_if,invt_return_if,prof_bef_tax_capreq_if,tax_if,prof_aft_tax_bef_capreq_if,capreq_if,inc_capreq_if,invt_return_on_capreq_if,tax_on_invt_return_on_capreq_if,prof_aft_tax_capreq_if,pv_premium,pv_prem_tax,pv_comm,pv_acq_exp,pv_maint_exp,pv_death_ben,pv_surr_ben,pv_cf,pv_inc_resv,pv_invt_return,pv_prof_bef_tax_capreq,pv_tax,pv_prof_aft_tax_bef_capreq,pv_inc_capreq,pv_invt_return_on_capreq,pv_tax_on_invt_return_on_capreq,pv_prof_aft_tax_capreq
2024-01-01,82,7,33,1.0,0.00055968,4.6651968372612984e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,1300.0,100000.0,0.0,45.50000000000001,200000.0,1500.0,0.0,33.18333333333334,0.0,0.0,1.0,4.6651968372612984e-5,0.004615160113699051,0.0,1300.0,45.50000000000001,0.0,0.0,33.18333333333334,9.330393674522597,6.922740170548576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39567.75896758985,1384.8715638656458,0.0,0.0,1285.686074390711,770.2859073652526,1772.7340207424602,-34354.18140122578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,83,7,33,0.0,0.00055968,4.6651968372612984e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,100000.0,0.0,0.0,200000.0,1500.0,0.0,4.583333333333334,0.0,0.0,0.9953381879179284,4.6434485662801116e-5,0.004593645104520314,0.0,0.0,0.0,0.0,0.0,4.561966694623839,9.286897132560224,6.890467656780471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38393.037652497645,1343.7563178374187,0.0,0.0,1256.6031091080902,763.4772293093388,1771.6147504588735,-33257.586245783925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,84,7,33,0.0,0.00055968,4.6651968372612984e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,100000.0,0.0,0.0,200000.0,1500.0,0.0,4.583333333333334,0.0,0.0,0.9906981083277453,4.6218016816513484e-5,0.004572230394271312,0.0,0.0,0.0,0.0,0.0,4.540699663168833,9.243603363302697,6.858345591406968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38518.72646722009,1348.1554263527041,0.0,0.0,1256.139999310335,756.6897579551716,1770.5240884894006,-33387.21719511248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,85,8,34,1.0,0.0005808000000000001,4.8412888862925385e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,1300.0,100000.0,0.0,45.50000000000001,200000.0,2000.0,0.0,33.18333333333334,0.0,0.0,0.9860796599166575,4.77389649855364e-5,0.004550907501203024,0.0,1281.9035578916546,44.86662452620792,0.0,0.0,32.72141004823442,9.54779299710728,9.101815002406049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38644.826754415466,1352.5689364045422,0.0,0.0,1255.6967100657935,749.9233599552692,1769.4619780418227,-33517.17576994804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,86,8,34,0.0,0.0005808000000000001,4.8412888862925385e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,100000.0,0.0,0.0,200000.0,2000.0,0.0,4.583333333333334,0.0,0.0,0.9814810134504689,4.7516331225248926e-5,0.00452968404882989,0.0,0.0,0.0,0.0,0.0,4.498454644981316,9.503266245049785,9.05936809765978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37485.23968457152,1311.9833889600038,0.0,0.0,1226.979002909873,742.8306208952478,1766.1529211100205,-32437.293750696375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,87,8,34,0.0,0.0005808000000000001,4.8412888862925385e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,100000.0,0.0,0.0,200000.0,2000.0,0.0,4.583333333333334,0.0,0.0,0.9769038130704137,4.729473573194597e-5,0.004508559573403774,0.0,0.0,0.0,0.0,0.0,4.477475809906063,9.458947146389194,9.017119146807547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37607.95660497216,1316.2784811740264,0.0,0.0,1226.482631468711,735.7591888052583,1762.8754780916456,-32566.56082543252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,88,8,34,1.0,0.0005808000000000001,4.8412888862925385e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,1300.0,100000.0,0.0,45.50000000000001,200000.0,2000.0,0.0,33.18333333333334,0.0,0.0,0.972347958761278,4.7074173663602105e-5,0.004487533613339263,0.0,1264.0523463896614,44.241832123638154,0.0,0.0,32.265746431561745,9.41483473272042,8.975067226678526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37731.07526863707,1320.5876344022981,0.0,0.0,1226.0056825509373,728.7089257853793,1759.6295545285295,-32696.143471369924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,89,8,34,0.0,0.0005808000000000001,4.8412888862925385e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,100000.0,0.0,0.0,200000.0,2000.0,0.0,4.583333333333334,0.0,0.0,0.9678133509742751,4.685464020077298e-5,0.004466605709203577,0.0,0.0,0.0,0.0,0.0,4.435811191965429,9.370928040154595,8.933211418407154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36586.40646592633,1280.5242263074222,0.0,0.0,1197.6479300378492,721.6796944526459,1756.4150565764442,-31630.13955855197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,90,8,34,0.0,0.0005808000000000001,4.8412888862925385e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,100000.0,0.0,0.0,200000.0,2000.0,0.0,4.583333333333334,0.0,0.0,0.9632998906248708,4.6636130546490046e-5,0.0044457754037065325,0.0,0.0,0.0,0.0,0.0,4.415124498697325,9.327226109298008,8.891550807413065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36706.180840261535,1284.7163294091542,0.0,0.0,1197.1183848279513,714.671357938226,1753.2318910028046,-31756.4428770834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,91,8,34,1.0,0.0005808000000000001,4.8412888862925385e-5,0.054000000000000006,0.004615375430047641,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,1300.0,100000.0,0.0,45.50000000000001,200000.0,2000.0,0.0,33.18333333333334,0.0,0.0,0.9588074790906178,4.6418639926155735e-5,0.004425042241690543,0.0,1246.4497228178031,43.625740298623114,0.0,0.0,31.816428181157004,9.283727985231147,8.850084483381087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36826.34732473089,1288.9221563655815,0.0,0.0,1196.6078604409522,707.6837798846086,1750.0799651843872,-31883.053562855355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
