date,duration,pol_year,att_age,modal_cf_indicator,mort_rate_ann,mort_rate_mth,lapse_rate_ann,lapse_rate_mth,acq_exp_per_pol,acq_exp_perc_prem,maint_exp_per_pol,maint_exp_perc_prem,disc_rate_ann,disc_rate_mth,invt_ret_ann,invt_ret_mth,prem_tax_rate,tax_rate,premium_pp,sum_assured_pp,comm_pp,prem_tax_pp,death_ben_pp,surr_ben_pp,acq_exp_pp,maint_exp_pp,resv_pp,capreq_pp,pol_if,pol_death,pol_lapse,pol_maturity,premium_if,prem_tax_if,comm_if,acq_exp_if,maint_exp_if,death_ben_if,surr_ben_if,resv_if,inc_resv_if,invt_return_if,prof_bef_tax_capreq_if,tax_if,prof_aft_tax_bef_capreq_if,capreq_if,inc_capreq_if,invt_return_on_capreq_if,tax_on_invt_return_on_capreq_if,prof_aft_tax_capreq_if,pv_premium,pv_prem_tax,pv_comm,pv_acq_exp,pv_maint_exp,pv_death_ben,pv_surr_ben,pv_cf,pv_inc_resv,pv_invt_return,pv_prof_bef_tax_capreq,pv_tax,pv_prof_aft_tax_bef_capreq,pv_inc_capreq,pv_invt_return_on_capreq,pv_tax_on_invt_return_on_capreq,pv_prof_aft_tax_capreq
2025-01-01,94,8,34,1.0,0.000528,4.401065159331807e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,1300.0,100000.0,0.0,45.50000000000001,200000.0,2000.0,0.0,30.166666666666668,-33174.90572769821,3955.577954479713,0.9495029599671513,4.1788243957938534e-5,0.004049754564315669,0.0,1234.3538479572967,43.20238467850539,0.0,0.0,28.643339292342397,8.357648791587707,8.099509128631338,-31499.671185080653,1038.8735551514947,-123.59735755562218,-16.41994664088719,-4.1049866602217975,-12.314959980665392,3755.832976159297,-43.12437220552056,15.30172845558137,3.8254321138953427,42.28570856654119,32218.210453826112,1127.6373658839138,0.0,0.0,951.0902687958946,556.3065953120306,1393.0737949202883,-28190.102428913986,22106.167743662216,-6646.436019774441,-731.9562296695666,-182.98905741739165,-548.967172252175,-2776.2765506282653,705.8244628040889,176.4561157010222,2756.677725479157
2025-02-01,95,8,34,0.0,0.000528,4.401065159331807e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,0.0,100000.0,0.0,0.0,200000.0,2000.0,0.0,4.166666666666667,-32219.62108461631,3927.082470731206,0.9454114171588777,4.1608172492924457e-5,0.004032303598008547,0.0,0.0,0.0,0.0,0.0,3.9392142381619903,8.321634498584892,8.064607196017095,-30460.79762992916,-125.44133136079108,-124.11710893941036,-19.001233511383262,-4.7503083778458155,-14.250925133537446,3712.708603953776,-40.303107728195755,15.126034425123954,3.7815086062809886,37.39670841350128,31159.043835780914,1090.5665342523318,0.0,0.0,927.662578555131,551.0943848903095,1392.8509275635206,-27196.869410519623,21192.285674891755,-6560.418577782711,-719.6748699684482,-179.91871749211205,-539.7561524763362,-2748.849649675641,694.513568479189,173.62839211979724,2729.9786735586963
2025-03-01,96,8,34,0.0,0.000528,4.401065159331807e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,0.0,100000.0,0.0,0.0,200000.0,2000.0,0.0,4.166666666666667,-32492.319477561563,3901.263335630532,0.9413375053883762,4.1428876981371004e-5,0.0040149278303882145,0.0,0.0,0.0,0.0,0.0,3.922239605784901,8.2857753962742,8.029855660776429,-30586.23896128995,-125.7620436724792,-124.6281032942064,-19.103930284562736,-4.775982571140684,-14.327947713422052,3672.4054962255805,-40.693629486424925,14.96183457537357,3.7404586438433927,37.58705770453305,31335.221599760953,1096.7327559916332,0.0,0.0,928.9462305165603,545.8887181660771,1392.66170201493,-27370.992193071754,21437.55127054981,-6473.395029284318,-704.7427828035286,-176.18569570088215,-528.5570871026465,-2724.0889375148295,683.314414743772,170.828603685943,2708.0176614700117
2025-04-01,97,9,35,1.0,0.0005512000000000001,4.594494171261676e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,1300.0,100000.0,0.0,45.50000000000001,200000.0,2500.0,0.0,30.166666666666668,-32767.1169405061,3874.730513731018,0.9372811486810066,4.306332774448333e-5,0.003997619204502255,0.0,1218.4654932853086,42.64629226498581,0.0,0.0,28.27464798521037,8.612665548896667,9.99404801125564,-30712.00100496243,1023.9665504445366,-120.44925518143309,-15.477966151009511,-3.8694915377523778,-11.608474613257133,3631.7118667391555,-43.100760178322616,14.796043691639953,3.6990109229099883,42.58931833379545,31512.395498432565,1102.9338424451396,0.0,0.0,930.2542110422228,540.6894769476582,1392.5061580928173,-27546.011809904725,21684.524345855934,-6385.368442635792,-689.6235706736617,-172.40589266841542,-517.2176780052462,-2698.7977029293356,672.2161392146694,168.05403480366735,2685.7421293350912
2025-05-01,98,9,35,0.0,0.0005512000000000001,4.594494171261676e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,0.0,100000.0,0.0,0.0,200000.0,2500.0,0.0,4.166666666666667,-31811.77363325518,3845.3230830957164,0.9332404661487599,4.287767882106007e-5,0.003980385197275141,0.0,0.0,0.0,0.0,0.0,3.8885019422864997,8.575535764212013,9.950962993187852,-29688.034454517892,-125.3545178866043,-120.96856949916895,-18.029052312251025,-4.507263078062756,-13.521789234188269,3588.611106560833,-40.317388149615454,14.620445859504125,3.6551114648760312,37.76093331005528,30465.21628975224,1066.2825701413283,0.0,0.0,907.0794866430051,535.1339483108637,1390.3855423522755,-26566.334742304767,20783.165248719597,-6301.022988981172,-678.0448364538227,-169.51120911345566,-508.5336273403668,-2670.956337334571,661.2209033059095,165.30522582647737,2658.338387473636
2025-06-01,99,9,35,0.0,0.0005512000000000001,4.594494171261676e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,0.0,100000.0,0.0,0.0,200000.0,2500.0,0.0,4.166666666666667,-32084.413490627383,3818.5837562135926,0.9292172032726637,4.269283024272329e-5,0.003963225487020778,0.0,0.0,0.0,0.0,0.0,3.871738346969432,8.538566048544658,9.908063717551945,-29813.388972404497,-125.66414034702393,-121.47921102491615,-18.133438790958266,-4.5333596977395665,-13.6000790932187,3548.2937184112175,-40.70447193441623,14.456187829549195,3.614046957387299,37.94653371335943,30637.471051913246,1072.3114868169635,0.0,0.0,908.2977578408102,529.5841376921376,1388.2960213600936,-26738.98164820324,21026.03080453293,-6215.681319551086,-663.849548226061,-165.96238705651524,-497.8871611695456,-2645.7409246396564,650.3390965668884,162.5847741417221,2635.608085895277
2025-07-01,100,9,35,1.0,0.0005512000000000001,4.594494171261676e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,1300.0,100000.0,0.0,45.50000000000001,200000.0,2500.0,0.0,30.166666666666668,-32359.152552051648,3791.1224209137104,0.9252112849554002,4.250877855913112e-5,0.003946139753439881,0.0,1202.7746704420201,42.09711346547071,0.0,0.0,27.910540429487906,8.501755711826224,9.865349383599703,-29939.05311275152,1012.0468576010499,-117.36037530312547,-15.007321452539827,-3.7518303631349568,-11.25549108940487,3507.5892464768012,-42.24801248459926,14.290352772340343,3.572588193085086,41.71028597444964,30810.699767543185,1078.3744918640114,0.0,0.0,909.5397757002112,524.0399173529679,1386.2375851880681,-26912.507997437926,21270.579179968845,-6129.346474388691,-649.4696112961361,-162.36740282403403,-487.102208472102,-2619.995856550561,639.5600205404422,159.89000513511056,2612.5636634837906
2025-08-01,101,9,35,0.0,0.0005512000000000001,4.594494171261676e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,0.0,100000.0,0.0,0.0,200000.0,2500.0,0.0,4.166666666666667,-31400.66810283567,3761.6761648912675,0.9212226364234011,4.23255203348163e-5,0.0039291276776140015,0.0,0.0,0.0,0.0,0.0,3.8384276517641713,8.46510406696326,9.822819194035004,-28927.00625515047,-122.46954776384882,-117.86784240324108,-17.524645552154695,-4.381161388038674,-13.143484164116021,3465.341233992202,-39.496863378895796,14.118229139864964,3.529557284966241,36.9420510696785,29775.33261021958,1042.1366413576852,0.0,0.0,886.6140951447309,518.5011595226591,1384.2102246526074,-25943.870489541896,20378.799269525654,-6046.642315181539,-638.1344854505662,-159.53362136264155,-478.6008640879246,-2592.5616815532976,628.8858331082095,157.22145827705236,2585.6251922965307
2025-09-01,102,9,35,0.0,0.0005512000000000001,4.594494171261676e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,0.0,100000.0,0.0,0.0,200000.0,2500.0,0.0,4.166666666666667,-31670.142632865063,3734.9031903851615,0.9172511832254523,4.2143052149122165e-5,0.003912188941999566,0.0,0.0,0.0,0.0,0.0,3.8218799301060513,8.428610429824433,9.780472354998913,-29049.47580291432,-122.77091944102358,-118.36673108309208,-17.6267743569979,-4.406693589249475,-13.220080767748424,3425.844370613306,-39.87531798030659,13.957314029393496,3.489328507348374,37.12322273460329,29943.68666975611,1048.0290334414638,0.0,0.0,887.7670094614357,512.9677363951752,1382.2139313154912,-26112.708959142543,20616.49351118015,-5962.96306753397,-624.2179450558662,-156.05448626396654,-468.1634587918995,-2567.72353884772,618.3234159008177,154.58085397520443,2563.3026419814346
2025-10-01,103,9,35,1.0,0.0005512000000000001,4.594494171261676e-5,0.05,0.004265318777560645,0.0,0.0,4.166666666666667,0.02,0.07,0.005654145387405274,0.049999999999999996,0.0040741237836483535,0.035,0.25,1300.0,100000.0,0.0,45.50000000000001,200000.0,2500.0,0.0,30.166666666666668,-31941.691995352245,3707.413474674798,0.9132968512313037,4.196137059613867e-5,0.0038953232304219545,0.0,1187.2859066006947,41.55500673102432,0.0,0.0,27.551121678810993,8.392274119227734,9.738308076054887,-29172.246722355343,1000.2934518117654,-114.2957413652836,-14.539997181472174,-3.6349992953680434,-10.90499788610413,3385.9690526329996,-41.3953124286345,13.794857048029387,3.4487142620073468,40.836457328552406,30112.992627621818,1053.9547419667635,0.0,0.0,888.9430838081885,507.4395201259773,1380.2486974846472,-26282.40658423624,20855.833082311885,-5878.311796574443,-610.1205897136415,-152.53014742841037,-457.59044228523095,-2542.3665030707216,607.8621923613645,151.96554809034112,2540.6727050565146
